Index,Car Name,Color,Model Year,Mileage (kmpl),Fuel Type,Transmission,Engine CC,Number of Seats,Current Price (lakhs)
3041,Kia Seltos,Brown,2019,13,Diesel,Automatic,1498,5,11.0
3042,Toyota Innova,Red,2015,17,Petrol,Automatic,1200,5,52.1
3043,Audi Q5,Silver,2015,23,Diesel,Automatic,2400,7,48.2
3044,Tata Nexon,Orange,2016,20,Petrol,Manual,800,5,49.7
3045,Mahindra XUV500,Yellow,2018,16,Diesel,Manual,800,7,14.3
3046,Maruti Alto,Blue,2018,24,Diesel,Manual,2400,5,18.7
3047,Mahindra XUV500,Blue,2015,17,Petrol,Automatic,1200,7,23.7
3048,Kia Seltos,Orange,2015,14,Petrol,Automatic,1984,7,10.2
3049,Tata Nexon,Yellow,2017,14,Diesel,Automatic,1500,7,23.8
3050,Ford EcoSport,Black,2019,22,Diesel,Automatic,1995,5,13.5
3051,Maruti Alto,Black,2017,24,Diesel,Manual,2179,5,23.7
3052,Mahindra XUV500,Green,2017,11,Diesel,Manual,1500,7,45.3
3053,Mahindra XUV500,Orange,2016,21,Petrol,Automatic,1200,5,8.1
3054,Toyota Innova,Yellow,2019,16,Petrol,Manual,1400,5,14.8
3055,Tata Nexon,Grey,2015,19,Diesel,Manual,1498,5,42.2
3056,Maruti Alto,Brown,2020,16,Petrol,Automatic,1400,7,5.0
3057,Maruti Alto,Blue,2021,15,Diesel,Automatic,1498,5,31.6
3058,Audi Q5,Orange,2015,12,Diesel,Automatic,1500,7,41.9
3059,Ford EcoSport,Grey,2021,10,Diesel,Automatic,1500,7,8.1
3060,Honda City,Red,2019,17,Petrol,Automatic,2179,7,46.1
3061,Honda City,Orange,2016,20,Petrol,Manual,2179,5,48.4
3062,Mahindra XUV500,Brown,2017,20,Petrol,Manual,800,7,8.6
3063,Kia Seltos,White,2021,22,Petrol,Manual,1200,5,50.1
3064,Ford EcoSport,Orange,2020,19,Diesel,Manual,1498,5,22.1
3065,Audi Q5,Brown,2020,12,Diesel,Automatic,1984,5,22.5
3066,Toyota Innova,Brown,2017,18,Diesel,Manual,1984,5,43.9
3067,Hyundai i20,Red,2016,10,Petrol,Manual,2400,7,14.4
3068,Maruti Alto,Orange,2015,12,Diesel,Automatic,1400,5,52.0
3069,Toyota Innova,Black,2020,11,Petrol,Automatic,1200,5,8.8
3070,Tata Nexon,Brown,2022,21,Diesel,Automatic,2400,7,42.1
3071,Ford EcoSport,Black,2016,13,Diesel,Manual,1200,7,13.9
3072,Hyundai i20,Orange,2021,21,Petrol,Manual,1200,7,32.0
3073,Hyundai i20,Blue,2018,13,Petrol,Automatic,1200,5,34.2
3074,Honda City,Orange,2019,22,Diesel,Manual,2179,7,44.5
3075,Ford EcoSport,Red,2022,13,Petrol,Manual,1400,7,33.2
3076,Kia Seltos,Green,2017,19,Diesel,Manual,1995,5,41.7
3077,Tata Nexon,Grey,2022,21,Diesel,Automatic,1400,7,50.0
3078,Ford EcoSport,Red,2021,12,Petrol,Automatic,2400,5,36.2
3079,Honda City,Orange,2016,17,Diesel,Automatic,1995,5,40.7
3080,Hyundai i20,White,2017,10,Petrol,Automatic,800,7,40.2
3081,Honda City,Red,2017,23,Petrol,Manual,1400,7,33.0
3082,Toyota Innova,Silver,2015,13,Petrol,Manual,1400,7,29.4
3083,Maruti Alto,Green,2016,10,Petrol,Manual,2400,5,40.4
3084,Ford EcoSport,Blue,2021,11,Diesel,Manual,1200,5,42.2
3085,Mahindra XUV500,Silver,2016,14,Diesel,Manual,1200,7,37.7
3086,Maruti Alto,Green,2019,18,Diesel,Automatic,800,5,39.5
3087,Maruti Alto,White,2016,16,Petrol,Automatic,800,7,41.2
3088,Mahindra XUV500,Yellow,2016,22,Diesel,Automatic,1400,7,46.5
3089,Ford EcoSport,Black,2020,24,Petrol,Manual,2179,7,8.5
3090,Maruti Alto,Orange,2017,20,Diesel,Automatic,1984,7,28.3
3091,Toyota Innova,Green,2019,15,Petrol,Manual,800,5,51.3
3092,Maruti Alto,White,2018,24,Diesel,Automatic,1200,7,32.1
3093,Mahindra XUV500,Blue,2016,17,Petrol,Manual,1984,7,10.0
3094,Mahindra XUV500,Black,2018,15,Diesel,Manual,2400,5,30.4
3095,Mahindra XUV500,Blue,2016,20,Diesel,Manual,2179,5,10.8
3096,Mahindra XUV500,Silver,2021,24,Petrol,Automatic,1400,5,52.2
3097,Ford EcoSport,Silver,2019,13,Petrol,Manual,1200,5,43.7
3098,Hyundai i20,Blue,2021,16,Petrol,Manual,1498,7,33.9
3099,Honda City,Brown,2015,19,Diesel,Automatic,2400,7,34.1
3100,Ford EcoSport,Red,2019,21,Diesel,Manual,1400,7,15.1
3101,BMW X1,Yellow,2016,24,Diesel,Automatic,1200,5,49.1
3102,Honda City,Grey,2017,17,Diesel,Manual,800,7,47.9
3103,Audi Q5,Silver,2018,23,Petrol,Manual,1984,5,9.2
3104,Maruti Alto,Orange,2020,15,Petrol,Automatic,1984,7,29.6
3105,Honda City,Grey,2020,14,Petrol,Automatic,2179,5,52.3
3106,Honda City,Orange,2018,18,Petrol,Automatic,2179,7,22.1
3107,Tata Nexon,Yellow,2022,15,Diesel,Manual,1984,5,25.7
3108,Kia Seltos,Silver,2019,18,Petrol,Manual,1500,5,10.0
3109,Audi Q5,Green,2019,10,Diesel,Manual,2179,7,19.6
3110,Honda City,Yellow,2021,10,Petrol,Automatic,800,7,30.8
3111,BMW X1,Grey,2016,11,Petrol,Automatic,1200,5,38.8
3112,Honda City,Orange,2016,23,Diesel,Manual,1200,7,40.7
3113,Toyota Innova,Green,2022,15,Diesel,Automatic,1400,7,44.2
3114,Hyundai i20,Blue,2018,13,Diesel,Automatic,800,5,29.4
3115,Tata Nexon,Silver,2020,10,Petrol,Automatic,1400,7,22.2
3116,Toyota Innova,Black,2018,10,Diesel,Manual,1498,7,29.4
3117,Toyota Innova,Black,2017,14,Diesel,Manual,2400,5,10.8
3118,Honda City,Yellow,2017,12,Petrol,Automatic,2400,7,28.0
3119,Hyundai i20,White,2016,12,Diesel,Automatic,1400,5,19.4
3120,Tata Nexon,Black,2020,15,Diesel,Automatic,1500,5,31.0
3121,Maruti Alto,Blue,2016,18,Petrol,Automatic,1995,7,20.7
3122,Mahindra XUV500,Green,2020,19,Petrol,Manual,1984,5,46.3
3123,Mahindra XUV500,Brown,2017,22,Diesel,Automatic,1995,5,22.9
3124,Honda City,Orange,2021,24,Diesel,Manual,800,7,49.4
3125,Mahindra XUV500,Yellow,2020,10,Petrol,Manual,1984,7,44.1
3126,Audi Q5,Yellow,2016,19,Petrol,Manual,2179,7,49.3
3127,BMW X1,Green,2020,24,Diesel,Manual,800,5,48.8
3128,Tata Nexon,Orange,2019,24,Diesel,Automatic,2400,5,40.5
3129,Toyota Innova,Green,2015,22,Petrol,Manual,1200,7,37.5
3130,Hyundai i20,Black,2021,12,Petrol,Manual,1500,5,11.5
3131,Ford EcoSport,Grey,2017,23,Petrol,Manual,1984,5,16.7
3132,Audi Q5,Orange,2018,18,Diesel,Manual,1498,7,50.9
3133,Audi Q5,White,2016,10,Petrol,Automatic,1984,7,53.7
3134,Ford EcoSport,Green,2017,22,Diesel,Manual,2400,7,47.7
3135,Audi Q5,Blue,2021,10,Petrol,Automatic,1500,5,30.1
3136,Mahindra XUV500,Blue,2021,11,Petrol,Automatic,1995,5,16.1
3137,Audi Q5,Yellow,2018,17,Petrol,Automatic,800,5,15.2
3138,Ford EcoSport,Silver,2021,17,Petrol,Automatic,1500,5,26.4
3139,Hyundai i20,Green,2016,18,Petrol,Automatic,2400,5,24.3
3140,Audi Q5,Green,2015,21,Diesel,Manual,2400,7,3.7
3141,Honda City,Yellow,2015,20,Diesel,Automatic,1400,7,46.1
3142,Audi Q5,Silver,2018,22,Diesel,Automatic,1400,5,10.0
3143,Honda City,White,2022,20,Petrol,Manual,2400,5,44.2
3144,Toyota Innova,Grey,2019,22,Diesel,Manual,2400,7,23.9
3145,Honda City,White,2018,17,Diesel,Automatic,1200,7,34.8
3146,Audi Q5,White,2015,14,Diesel,Manual,1400,7,41.1
3147,Kia Seltos,White,2016,12,Diesel,Manual,1400,5,13.2
3148,BMW X1,Green,2020,23,Diesel,Automatic,1500,7,51.9
3149,Toyota Innova,Silver,2015,10,Diesel,Manual,1200,5,36.1
3150,Ford EcoSport,Blue,2015,17,Petrol,Automatic,1498,5,19.0
3151,BMW X1,Grey,2017,14,Petrol,Manual,1984,7,8.7
3152,Hyundai i20,Orange,2022,16,Diesel,Automatic,2179,5,6.9
3153,Tata Nexon,Orange,2015,17,Petrol,Automatic,1498,5,36.5
3154,Toyota Innova,Brown,2018,21,Petrol,Manual,1498,5,26.8
3155,Maruti Alto,Grey,2022,17,Petrol,Automatic,1200,7,7.8
3156,Mahindra XUV500,Yellow,2021,19,Diesel,Manual,2179,5,42.4
3157,Hyundai i20,Green,2022,13,Petrol,Automatic,800,7,26.3
3158,Tata Nexon,Red,2017,16,Diesel,Manual,1984,5,14.6
3159,Honda City,Brown,2021,23,Diesel,Manual,1400,5,14.2
3160,Audi Q5,Grey,2015,15,Diesel,Automatic,1400,5,53.0
3161,Toyota Innova,White,2019,22,Petrol,Manual,2179,5,11.8
3162,Ford EcoSport,Grey,2021,21,Petrol,Manual,1498,5,10.3
3163,Tata Nexon,Brown,2015,10,Diesel,Automatic,1984,5,51.8
3164,Kia Seltos,Green,2021,20,Diesel,Automatic,1498,7,46.8
3165,Tata Nexon,Red,2015,16,Petrol,Automatic,1498,7,54.3
3166,Ford EcoSport,Silver,2018,22,Petrol,Automatic,1500,7,47.2
3167,Audi Q5,Silver,2020,22,Petrol,Manual,1500,5,19.7
3168,BMW X1,Black,2018,15,Petrol,Automatic,1984,7,54.0
3169,Maruti Alto,Blue,2015,13,Diesel,Automatic,1984,7,53.8
3170,Ford EcoSport,Red,2022,11,Petrol,Automatic,2179,5,24.2
3171,Audi Q5,Green,2022,17,Diesel,Automatic,1498,7,40.6
3172,Mahindra XUV500,White,2021,20,Diesel,Automatic,1995,7,3.9
3173,Tata Nexon,Silver,2019,13,Diesel,Manual,1400,5,19.6
3174,BMW X1,White,2017,23,Diesel,Automatic,800,5,16.4
3175,Mahindra XUV500,Brown,2021,11,Petrol,Automatic,1500,5,47.6
3176,Audi Q5,Black,2018,15,Diesel,Automatic,2400,5,54.6
3177,Toyota Innova,White,2022,16,Petrol,Automatic,800,7,21.4
3178,Toyota Innova,Red,2022,13,Diesel,Manual,1200,5,21.7
3179,Audi Q5,Red,2016,18,Diesel,Manual,1400,7,46.8
3180,Hyundai i20,Grey,2016,13,Diesel,Manual,2400,5,14.7
3181,Audi Q5,Green,2021,11,Diesel,Manual,1984,5,7.3
3182,Toyota Innova,Red,2016,24,Petrol,Manual,1500,5,4.7
3183,Toyota Innova,Orange,2015,14,Petrol,Automatic,2179,5,41.8
3184,Kia Seltos,Silver,2016,16,Petrol,Manual,1200,5,43.7
3185,BMW X1,White,2018,24,Petrol,Manual,1995,5,52.3
3186,Audi Q5,White,2021,24,Diesel,Automatic,1984,5,20.9
3187,Hyundai i20,White,2019,24,Diesel,Automatic,1200,5,6.9
3188,Toyota Innova,Blue,2016,15,Petrol,Automatic,1995,5,51.5
3189,Maruti Alto,Silver,2020,19,Petrol,Automatic,1200,7,17.4
3190,Honda City,Silver,2020,23,Diesel,Manual,1400,5,5.7
3191,Honda City,Red,2016,14,Petrol,Automatic,1200,5,7.9
3192,Mahindra XUV500,Grey,2017,23,Petrol,Manual,800,5,34.0
3193,Honda City,Orange,2019,15,Diesel,Manual,2400,5,8.3
3194,Kia Seltos,Brown,2021,24,Petrol,Automatic,1200,5,25.3
3195,Tata Nexon,White,2017,16,Petrol,Automatic,1984,5,43.8
3196,BMW X1,Silver,2021,10,Diesel,Automatic,2179,5,15.4
3197,BMW X1,Red,2016,19,Petrol,Automatic,1500,5,25.4
3198,BMW X1,White,2016,17,Diesel,Manual,1400,5,34.6
3199,Honda City,Brown,2021,22,Petrol,Automatic,1984,5,30.6
3200,Honda City,Silver,2020,22,Diesel,Manual,1984,7,16.9
3201,Ford EcoSport,Green,2016,17,Petrol,Automatic,2400,7,6.9
3202,BMW X1,Green,2017,12,Diesel,Manual,800,5,35.4
3203,Maruti Alto,Grey,2022,20,Diesel,Manual,1200,7,5.7
3204,Maruti Alto,Silver,2020,20,Petrol,Automatic,1200,5,4.2
3205,Ford EcoSport,Red,2018,13,Petrol,Automatic,1498,7,31.0
3206,Maruti Alto,Silver,2021,11,Petrol,Automatic,2179,7,35.3
3207,Audi Q5,Grey,2016,13,Petrol,Automatic,1500,5,32.4
3208,Kia Seltos,Blue,2022,21,Petrol,Automatic,1400,5,29.7
3209,Audi Q5,Orange,2022,19,Petrol,Automatic,800,5,23.9
3210,Maruti Alto,Black,2019,16,Petrol,Manual,1500,5,45.6
3211,Kia Seltos,Yellow,2017,11,Petrol,Manual,2179,7,3.7
3212,Kia Seltos,White,2020,23,Diesel,Manual,1995,7,54.0
3213,Maruti Alto,Green,2018,20,Petrol,Automatic,1500,5,3.7
3214,Kia Seltos,Blue,2022,24,Petrol,Manual,1400,7,45.6
3215,Kia Seltos,Brown,2020,19,Diesel,Manual,1400,7,5.7
3216,BMW X1,Grey,2017,21,Petrol,Automatic,1200,5,43.7
3217,Toyota Innova,Yellow,2022,21,Petrol,Automatic,1995,5,49.9
3218,Mahindra XUV500,Grey,2019,20,Petrol,Automatic,2400,5,22.7
3219,Toyota Innova,Silver,2020,19,Diesel,Manual,1200,7,5.2
3220,Honda City,Black,2015,20,Diesel,Manual,1500,5,44.3
3221,Toyota Innova,Red,2021,20,Petrol,Automatic,1984,5,20.5
3222,Mahindra XUV500,Red,2020,24,Petrol,Manual,1400,7,9.7
3223,Mahindra XUV500,Green,2022,23,Diesel,Manual,2400,7,53.7
3224,Audi Q5,Silver,2015,17,Diesel,Automatic,1200,7,3.6
3225,Mahindra XUV500,Brown,2019,12,Petrol,Manual,1498,5,29.0
3226,Maruti Alto,Orange,2022,15,Petrol,Manual,1995,7,20.3
3227,Hyundai i20,Red,2017,21,Diesel,Automatic,1200,5,35.7
3228,Audi Q5,Green,2015,11,Petrol,Manual,800,5,51.8
3229,Audi Q5,Yellow,2015,20,Petrol,Automatic,800,7,14.1
3230,Hyundai i20,Green,2017,15,Petrol,Automatic,1400,7,45.4
3231,BMW X1,Silver,2020,21,Petrol,Automatic,1500,5,52.5
3232,Ford EcoSport,Silver,2017,15,Petrol,Automatic,1498,5,23.2
3233,Toyota Innova,Silver,2019,18,Petrol,Automatic,2400,7,33.1
3234,BMW X1,Grey,2020,15,Diesel,Manual,2179,7,21.5
3235,Maruti Alto,Grey,2022,20,Petrol,Automatic,800,7,49.0
3236,Honda City,Brown,2015,22,Petrol,Manual,2179,5,27.9
3237,BMW X1,White,2015,12,Petrol,Automatic,1200,5,49.4
3238,BMW X1,Green,2017,16,Diesel,Automatic,1400,7,29.7
3239,Honda City,Silver,2016,10,Petrol,Manual,1984,7,13.1
3240,Tata Nexon,Yellow,2017,11,Petrol,Manual,1500,5,5.6
3241,Tata Nexon,Red,2022,18,Petrol,Manual,2179,5,51.9
3242,BMW X1,Black,2017,22,Petrol,Automatic,800,7,3.5
3243,Maruti Alto,White,2015,19,Petrol,Automatic,1995,7,44.0
3244,Maruti Alto,Red,2019,12,Diesel,Automatic,1995,7,20.8
3245,Toyota Innova,Red,2022,13,Petrol,Manual,2400,5,10.7
3246,Maruti Alto,Blue,2016,15,Diesel,Manual,1500,5,28.7
3247,Audi Q5,Yellow,2022,18,Petrol,Manual,800,5,6.2
3248,Mahindra XUV500,Green,2016,20,Petrol,Automatic,2179,7,30.6
3249,Tata Nexon,White,2022,15,Diesel,Automatic,2400,7,12.0
3250,Ford EcoSport,Grey,2016,17,Petrol,Manual,800,7,51.9
3251,Honda City,Blue,2022,16,Diesel,Automatic,1984,5,16.0
3252,Honda City,Brown,2017,15,Diesel,Automatic,1995,5,27.7
3253,Audi Q5,White,2017,15,Diesel,Automatic,1984,5,3.9
3254,Tata Nexon,Brown,2018,16,Diesel,Manual,1498,7,36.3
3255,Maruti Alto,Silver,2017,10,Petrol,Automatic,1200,5,9.1
3256,Ford EcoSport,Silver,2020,21,Petrol,Manual,1200,7,13.9
3257,Maruti Alto,Green,2021,24,Diesel,Manual,1400,7,39.6
3258,Kia Seltos,Red,2020,18,Petrol,Automatic,2400,7,16.9
3259,Maruti Alto,Yellow,2017,24,Diesel,Manual,1500,7,51.6
3260,Tata Nexon,Green,2019,19,Petrol,Manual,1400,7,34.5
3261,BMW X1,Blue,2016,23,Diesel,Manual,1984,5,29.7
3262,Hyundai i20,Blue,2019,14,Diesel,Automatic,1400,5,5.1
3263,Maruti Alto,Red,2020,20,Diesel,Manual,1400,5,9.2
3264,Maruti Alto,Grey,2016,22,Petrol,Automatic,1200,5,14.6
3265,Kia Seltos,White,2019,14,Diesel,Manual,1500,5,39.9
3266,Tata Nexon,Yellow,2022,18,Petrol,Automatic,2179,7,20.9
3267,Honda City,Brown,2018,18,Petrol,Manual,1995,5,40.4
3268,Audi Q5,Brown,2020,16,Diesel,Automatic,2400,5,41.6
3269,Mahindra XUV500,Blue,2021,16,Diesel,Automatic,800,7,10.2
3270,BMW X1,Brown,2015,21,Petrol,Automatic,1498,7,54.1
3271,Hyundai i20,Yellow,2015,22,Diesel,Automatic,1500,5,3.7
3272,Tata Nexon,Brown,2020,12,Petrol,Manual,1400,5,9.6
3273,BMW X1,Blue,2015,19,Diesel,Manual,1995,7,52.8
3274,Maruti Alto,Orange,2017,13,Petrol,Automatic,1984,7,11.3
3275,Toyota Innova,Green,2022,17,Diesel,Manual,2400,5,53.7
3276,Hyundai i20,White,2017,19,Diesel,Automatic,1995,5,41.5
3277,Mahindra XUV500,Grey,2021,19,Diesel,Manual,1400,7,39.8
3278,Hyundai i20,Blue,2020,22,Diesel,Automatic,1984,7,37.2
3279,Ford EcoSport,Blue,2019,18,Petrol,Manual,1200,7,44.5
3280,Tata Nexon,White,2015,13,Diesel,Manual,1984,7,5.9
3281,Kia Seltos,White,2017,18,Diesel,Automatic,1498,5,17.3
3282,Honda City,Grey,2021,20,Petrol,Manual,1984,7,52.3
3283,Toyota Innova,Black,2015,15,Diesel,Automatic,1498,7,45.4
3284,Honda City,Orange,2022,21,Diesel,Automatic,1200,5,13.1
3285,Toyota Innova,Silver,2022,21,Petrol,Automatic,1995,5,34.2
3286,Tata Nexon,Black,2018,19,Diesel,Manual,1995,7,30.6
3287,Honda City,Grey,2015,18,Petrol,Manual,1500,5,15.5
3288,Mahindra XUV500,Silver,2016,12,Petrol,Manual,2400,5,22.1
3289,Audi Q5,Red,2017,19,Diesel,Manual,1200,5,44.9
3290,Maruti Alto,Brown,2019,23,Diesel,Automatic,1984,7,9.5
3291,Ford EcoSport,White,2021,11,Diesel,Automatic,1200,5,49.8
3292,Kia Seltos,Green,2019,16,Diesel,Automatic,1498,7,31.3
3293,Kia Seltos,Grey,2020,22,Diesel,Manual,1995,5,4.0
3294,Mahindra XUV500,Grey,2021,19,Diesel,Manual,1995,7,24.3
3295,Honda City,Orange,2018,16,Petrol,Automatic,1400,5,29.9
3296,Maruti Alto,Orange,2017,22,Diesel,Manual,1500,7,22.1
3297,Maruti Alto,Orange,2021,17,Petrol,Automatic,1984,5,41.0
3298,Toyota Innova,Silver,2020,21,Petrol,Manual,1500,5,32.6
3299,Audi Q5,White,2016,12,Petrol,Automatic,1400,7,25.3
3300,Kia Seltos,Blue,2018,23,Diesel,Manual,1200,7,20.0
3301,Mahindra XUV500,Grey,2020,22,Petrol,Manual,1500,5,7.5
3302,BMW X1,Silver,2015,24,Diesel,Automatic,800,7,20.8
3303,Audi Q5,Blue,2016,14,Diesel,Automatic,1500,7,44.5
3304,Audi Q5,Brown,2015,20,Petrol,Manual,2400,5,23.4
3305,Ford EcoSport,Orange,2020,21,Petrol,Manual,1400,5,22.4
3306,Mahindra XUV500,Black,2019,14,Diesel,Automatic,1995,5,22.3
3307,Hyundai i20,Grey,2020,14,Diesel,Automatic,1400,7,36.8
3308,Honda City,Black,2020,24,Diesel,Automatic,1984,5,11.7
3309,Hyundai i20,Green,2017,13,Petrol,Automatic,2400,5,16.1
3310,Audi Q5,Grey,2016,20,Petrol,Manual,1498,5,36.4
3311,Tata Nexon,Black,2017,17,Diesel,Automatic,2400,5,37.4
3312,Honda City,White,2020,16,Diesel,Automatic,1498,5,53.0
3313,Tata Nexon,Grey,2016,19,Petrol,Manual,1500,5,31.3
3314,Kia Seltos,Red,2021,13,Petrol,Manual,2400,7,30.1
3315,Audi Q5,Blue,2020,15,Petrol,Automatic,800,7,16.0
3316,Tata Nexon,Grey,2020,19,Diesel,Automatic,1984,7,13.1
3317,Mahindra XUV500,Green,2022,10,Diesel,Automatic,1995,7,44.5
3318,Ford EcoSport,Yellow,2015,13,Diesel,Manual,2179,7,34.8
3319,Honda City,White,2021,21,Diesel,Automatic,800,7,28.9
3320,Maruti Alto,Blue,2021,23,Diesel,Automatic,1500,5,7.7
3321,Kia Seltos,Blue,2020,17,Diesel,Manual,1400,5,6.2
3322,Honda City,Yellow,2020,10,Petrol,Manual,1500,5,51.9
3323,BMW X1,Orange,2016,13,Diesel,Manual,1200,5,19.2
3324,Hyundai i20,Brown,2020,15,Diesel,Manual,800,5,28.9
3325,Maruti Alto,Silver,2017,13,Diesel,Automatic,1200,5,45.0
3326,Honda City,Brown,2021,24,Petrol,Manual,1995,5,38.8
3327,Hyundai i20,Yellow,2015,19,Petrol,Automatic,1498,7,15.1
3328,Toyota Innova,Grey,2022,18,Diesel,Manual,2400,7,42.6
3329,Audi Q5,Silver,2021,18,Diesel,Automatic,800,5,6.7
3330,Honda City,Orange,2022,12,Diesel,Manual,1400,7,7.4
3331,Honda City,Blue,2015,21,Petrol,Manual,1200,5,38.9
3332,Tata Nexon,Black,2017,12,Diesel,Automatic,1400,7,24.1
3333,Maruti Alto,Yellow,2015,17,Petrol,Automatic,1400,5,10.8
3334,Mahindra XUV500,Black,2022,24,Petrol,Manual,1984,5,27.6
3335,Toyota Innova,Blue,2019,24,Petrol,Automatic,2400,5,11.0
3336,Kia Seltos,Orange,2022,10,Petrol,Automatic,1984,5,17.5
3337,Maruti Alto,Blue,2015,14,Petrol,Manual,2400,7,41.5
3338,Toyota Innova,Red,2022,22,Diesel,Automatic,2179,7,48.8
3339,Honda City,Silver,2022,13,Petrol,Automatic,1995,5,5.3
3340,Toyota Innova,Brown,2017,23,Petrol,Automatic,1995,5,54.6
3341,Toyota Innova,Orange,2021,23,Petrol,Manual,2179,7,32.2
3342,Ford EcoSport,White,2021,16,Diesel,Automatic,1984,7,45.3
3343,Audi Q5,Green,2021,12,Petrol,Automatic,2400,5,40.4
3344,Tata Nexon,Red,2021,22,Petrol,Automatic,800,5,50.7
3345,Maruti Alto,Silver,2017,19,Petrol,Automatic,1200,5,19.3
3346,Ford EcoSport,Blue,2016,19,Petrol,Automatic,1200,7,49.1
3347,Hyundai i20,Red,2017,23,Petrol,Manual,2179,7,46.6
3348,Mahindra XUV500,Grey,2018,16,Diesel,Automatic,1400,7,38.8
3349,BMW X1,Black,2022,22,Petrol,Automatic,2179,5,25.7
3350,BMW X1,Black,2016,11,Petrol,Manual,1200,5,36.5
3351,Audi Q5,Yellow,2019,15,Diesel,Manual,1984,7,32.7
3352,BMW X1,Brown,2021,16,Petrol,Automatic,800,5,35.3
3353,Mahindra XUV500,Silver,2015,14,Petrol,Manual,1984,5,13.4
3354,Mahindra XUV500,Brown,2021,12,Diesel,Manual,1400,7,23.4
3355,Tata Nexon,Grey,2019,10,Petrol,Manual,2179,5,44.6
3356,Maruti Alto,Red,2018,22,Petrol,Manual,1984,7,35.0
3357,Hyundai i20,Blue,2019,20,Diesel,Manual,1995,7,42.9
3358,Tata Nexon,Silver,2015,23,Petrol,Automatic,1200,5,17.1
3359,Mahindra XUV500,Green,2022,21,Petrol,Automatic,1984,7,26.9
3360,Audi Q5,Blue,2016,17,Petrol,Manual,1995,7,45.2
3361,Audi Q5,Grey,2015,23,Diesel,Manual,1498,7,38.4
3362,Ford EcoSport,Blue,2021,18,Petrol,Automatic,2400,7,45.4
3363,Honda City,Yellow,2020,14,Petrol,Manual,1500,7,20.2
3364,Audi Q5,Green,2017,11,Petrol,Automatic,800,5,49.5
3365,Hyundai i20,Blue,2019,12,Diesel,Manual,1995,5,6.9
3366,Audi Q5,Yellow,2019,20,Diesel,Manual,1400,7,11.6
3367,Kia Seltos,Grey,2021,21,Diesel,Manual,1984,5,17.6
3368,Audi Q5,Black,2015,14,Diesel,Automatic,1400,5,44.6
3369,Audi Q5,Green,2018,15,Diesel,Manual,1984,5,16.5
3370,Toyota Innova,Grey,2021,10,Petrol,Manual,1984,5,11.4
3371,Tata Nexon,Red,2020,16,Petrol,Manual,1984,7,51.6
3372,Tata Nexon,Brown,2018,12,Petrol,Automatic,1984,5,31.5
3373,Hyundai i20,Brown,2015,22,Petrol,Manual,1500,7,5.2
3374,BMW X1,Orange,2017,21,Petrol,Manual,1500,5,36.3
3375,Hyundai i20,Silver,2020,10,Petrol,Automatic,2400,7,16.8
3376,Tata Nexon,Yellow,2015,17,Petrol,Automatic,1498,5,19.4
3377,Honda City,White,2019,12,Diesel,Automatic,1984,5,7.1
3378,Kia Seltos,Silver,2017,21,Petrol,Manual,2179,5,25.8
3379,BMW X1,Grey,2018,10,Diesel,Manual,1400,5,37.8
3380,Kia Seltos,Green,2022,14,Petrol,Manual,1995,7,47.4
3381,Honda City,Brown,2019,23,Diesel,Manual,1500,7,52.7
3382,Hyundai i20,Brown,2017,18,Petrol,Manual,1500,5,9.8
3383,Ford EcoSport,Green,2016,20,Diesel,Automatic,1500,7,21.8
3384,Tata Nexon,Orange,2021,23,Diesel,Automatic,1984,7,17.3
3385,BMW X1,Brown,2015,23,Diesel,Manual,1498,5,45.0
3386,Audi Q5,Blue,2018,15,Petrol,Manual,2400,5,33.0
3387,Hyundai i20,Black,2022,18,Petrol,Automatic,800,5,50.2
3388,Kia Seltos,Yellow,2022,17,Petrol,Manual,1498,5,53.9
3389,Toyota Innova,Green,2017,17,Petrol,Manual,2400,7,28.9
3390,Tata Nexon,Black,2018,16,Petrol,Automatic,1500,7,34.0
3391,Ford EcoSport,Silver,2021,22,Diesel,Automatic,1400,5,29.0
3392,Tata Nexon,Silver,2021,21,Petrol,Manual,1498,7,8.6
3393,Kia Seltos,Black,2015,19,Petrol,Manual,800,7,51.4
3394,Mahindra XUV500,Green,2019,21,Diesel,Manual,2400,5,30.6
3395,Maruti Alto,Blue,2020,16,Petrol,Manual,1984,7,47.2
3396,Honda City,Black,2020,11,Petrol,Manual,2179,7,26.2
3397,Hyundai i20,Blue,2017,16,Diesel,Manual,800,5,50.0
3398,Audi Q5,Orange,2021,13,Diesel,Automatic,2400,7,32.5
3399,Hyundai i20,Black,2020,24,Diesel,Manual,2400,7,33.6
3400,Maruti Alto,White,2021,13,Petrol,Automatic,1200,7,22.3
3401,Tata Nexon,Green,2019,19,Diesel,Automatic,1200,7,18.5
3402,Kia Seltos,Silver,2018,24,Diesel,Manual,2179,5,41.5
3403,Kia Seltos,Red,2022,14,Petrol,Automatic,1984,5,28.0
3404,Audi Q5,Red,2015,14,Diesel,Manual,1400,5,41.3
3405,Mahindra XUV500,Orange,2015,12,Diesel,Automatic,2179,7,52.5
3406,Honda City,Yellow,2020,16,Diesel,Automatic,1500,7,9.0
3407,Mahindra XUV500,Green,2019,20,Diesel,Manual,1995,7,12.1
3408,Toyota Innova,Yellow,2020,21,Petrol,Automatic,2400,7,13.0
3409,Tata Nexon,Orange,2017,23,Petrol,Automatic,1500,5,12.0
